58,Introduction to algorithms,[the] ThomasH Cormen,5
59,DOOM rev ShiLu,David Cashman,5
60,JavaScript & jQuery interactive Web front-end development,"[US] Duckett,J.",5
61,Assembly Language (2nd edition),Wang Shuang,5
62,White hat is about browser security,Qian Wenxiang,5
63,Crazy Java handout,Li Gang,5
64,Practical Java High Concurrency Programming (version 2),GeYiMing,5
65,Practical Java high concurrency programming,GeYiMing,5
66,The Effective Engineer,EdmondLau,5
67,C Programming (4th Edition),Tan Haoqiang,5
68,Explore the C++ object model in depth,StanleyB.Lippman,5
69,C + + API design,[the] MartinReddy,5
70,How does a computer run,[Day] Yasawa Hisao,5
71,JavaScript is object oriented,Nicholas Czerkas,5
72,Programming is pithy,SteveMaguire,5
73,Programmer self-cultivation,Chen Yihe,5
74,Lattice between the assembly,Raymond zhang,5
75,Network Programming in Python (version 3),[the] BrandonRhodes,5
76,Effective Modern C++ (simplified Chinese,ScottMeyers,5
77,Aha C language! The Challenge of Logic (revised Edition),Aha lei,5
78,Windows Core Programming (Version 5),JeffreyRichter,5
79,Hadoop: Big Data Storage and Analysis (4th edition)(Revised edition)(Updated Edition),Tomwhite,5
80,The Art of Computer Programming (Volume 1),[the] DonaldKnuth,5
81,"In Depth with the Java Virtual Machine (Original Book, 2nd edition)",Venners,5
82,High Performance Python,MichaGorelick,5
83,Build high-performance Web sites,Guo Xin,5
84,Proficient in regular expressions,[the] JeffreyE f. Friedl,5
85,The Go Programming Language,BrianW. Kernighan,5
86,Computer Networking (5th Edition),AndrewS. Tanenbaum,5
87,TCP/IP network programming,Han] Yin Shengyu,5
88,Challenge programming Contest 2 Algorithms and data structures,Hirotaka Watanabe,5
89,Mathematics and generic programming,[United States] AlexanderA.Stepanov,5
90,Akka Application Patterns: a practical guide to distributed application design,MichaelNash,5
91,Scala functional programming,"PaulChiusano,RúnarBjarnason",5
92,Work outside of code,[the] GregoryT. Brown,5
93,Unity game design and implementation,Masaki Kato,5
94,Reactive design pattern,RolandKuhn,5
95,JavaScript you Didn't Know (Middle Volume),[the] KyleSimpson,5
96,C++ primer plus,StephenPrata,5
97,Java multithreaded programming practical guide (core),Wen-hai huang,5
98,Proficient in Spring 4. X,Chen Xionghua,5
99,Powerful because of computers,SeymourPapert,5
100,Aha C! Think one step ahead of you,Aha lei,5
101,Programmatic Abecas (2nd Edition),[the] JonBentley,5
102,Problem Solving with Algorithms and Data Structures Using Python SECOND EDITION,BradleyN. Miller,5
103,C Language Introduction classic (5th edition),Horton (I.),5
104,Explore the C++ object model in depth,[the] StanleyB Lippman,5
105,The operating system,WilliamStallings,5
106,Kubernetes in Action,【 the 】 MarkoLuksa,5
107,In-depth understanding of the Java virtual machine,Zhi-ming zhou,5
108,All the programming,By StevenFoote,5
109,Game Engine Architecture,JasonGregory(JasonGregory) Gregory),5
110,Pro Git (Second Edition),scottchacon,5
111,PHP and MySQL Web Development (Original Book 4th Edition),LukeWelling,5
112,Introduction and practice of feature engineering,SinanOzdemir,5
113,C++ language design and evolution,Stroustrup,5
114,Flask Web Development: Python based Web application development,[the] MiguelGrinberg,5
115,Java SE 8 for busy people,"【 典 型 范 例 2 】 A man is a man. Haltzman, S.)",5
116,Purely Functional Data Structures,ChrisOkasaki,5
117,Clean code,Martin,5
118,Algorithm design and analysis basis,Ananylevitin,5
119,Effective C++,[the] ScottMeyers,5
120,One thing,TomDeMarco,5
121,R for Data Science,HadleyWickham,5
122,Design and Implementation of Linux Kernel (3rd Edition),Robert Love,5
123,High performance website building guide,SteveSouders,5
124,Encryption and Decryption (version 4),Duan Gang,5
125,Deep Understanding of Android,Deng Fan flat,5
126,Code,CharlesPetzold,5
127,Get your hands dirty with Scratch2.0 programming,MajedMarji,5
128,Collective intelligence programming,bysegaran,5
129,Python crawler development and project practice,Fan Chuanhui,5
130,Programming style,[the] CristinaVideiraLopes,5
131,Redis development and operation,FuLei,5
132,Introduction to Computer Science,BehrouzA. Forouzan,5
133,At the top of the performance,rank,5
134,Network multiplayer game architecture and programming,Glazer (JoshuaGlazer),5
135,Future architecture: from servitization to cloud native,Zhang liang,5
136,The sword refers to Offer,Hai-tao he,5
137,SQL injection attack and Defense,clark,5
138,Python natural language processing,(British) Byrd,5
139,Art of Computer Programming (Volume 3),[the] DonaldKnuth,5
140,One-stop learning C programming,Song Jinsha,5
141,Little Maker's first lesson: a programming primer for kids,Heather Lyons,5
142,C++ Primer (5th edition),【美】StanleyB.Lippman,5
143,Core principles of reverse engineering,[HAN] Lee Chengyuan,5
144,Machine learning,PeterHarrington,5
145,Operating System Concepts,Silberschatz (A.),5
146,Redis User manual,Huang Jianhong,5
147,C language introduction classic,Horton (IvorHorton),5
148,Hacking,JonErickson,5
149,C++ programming ideas (two bound volumes),BruceEckel (beauty),5
150,Discrete Mathematics and Its Applications (Original Book 6th Edition),[the] KennethH Rosen,5
151,"Concepts, Techniques, and Models of Computer Programming",PeterVanRoy,5
152,Head First HTML5 Programming,EricFreeman,5
153,The Nature of Code,DanielShiffman,5
154,Agile software development,Martin,5
155,The CSS revelation,[bush] LeaVerou,5
156,Automate the Boring Stuff with Python,AlbertSweigart,5
157,Java development practice classic,Edited by Li Xinghua,5
158,Database system implementation,HectorGarcia-Molina,5
159,Redis of actual combat,JosiahL. Carlson,5
160,On Java 8,BruceEckel,5
161,High-performance JavaScript,Nicholas Czerkas,5
162,Fundamentals of Artificial Intelligence (Senior Secondary),Xiaoou tang,5
163,Introduction to Computer Science (11th edition),J.GlennBrookshear,5
164,A Tour of C++,[the] BjarneStroustrup,5
165,Recommendation System practice,A bright,5
166,The art of design patterns,Liu Wei,5
167,Operating Systems,remziarpaci-dusseau,5
168,Amazing JavaScript engineers: Advanced from the front end to the full end,The Zhu Delong,5
169,Modern Operating Systems (Original Book 4th Edition),[jose] AndrewS. Tanenbaum,5
170,SQL Basics,MICK,5
171,Effective Java,JoshuaBloch,5
172,Write your own Java virtual machine,Zhang Xiuhong,5
173,Soft skills,JohnSonmez,5
174,First line of code,Guo Lin,5
175,Python Cookbook,AlexMartelli,5
176,Linux command line and shell scripting,Richard Blum - Wikipedia,5
177,An in-depth look at Tomcat,cultivation,5
178,HTML5 Canvas core technology,DavidGeary,5
179,Operating system true restore,Zheng Gang,5
180,Proficient in regular expressions,[the] JeffreyE f. Friedl,5
181,C programming language,BrianW. Kernighan,5
182,C++ language design and evolution,[the] BjarneStroustrup,5
183,Android advanced decryption,Liu Wangshu,5
184,Statistical learning method,expericnce,5
185,Self-cultivation of Web full stack engineers,More than a fruit,5
186,Psychic chip,danielhillis,5
187,Fall in love with Processing,GaseyReas&BenFry,5
188,Implement domain-driven design,vaughnvernon,5
189,Objective - C programming,[the] AaronHillegass,5
190,The Pragmatic Programmer,AndrewHunt,5
191,The art of software debugging,NormanMatloff,5
192,Crazy Programmer,No shadow,5
193,Java high concurrency programming in detail,Wang Wenjun,5
194,Computer system elements,NoamNisan,5
195,Java Language Programming (Foundation Book 10th edition),Y.Danielliang,5
196,Vim Practical Tips (2nd edition),[English] DrewNeil,5
197,Programming in the Linux environment: From application to kernel,peak,5
198,Principles and Applications of Big Data Technology (2nd Edition),Zi-yu Lin,5
199,Software debugging,Raymond zhang,5
200,Taobao technology this decade,The son of,5
201,The code revelation,ZuoFei,5
202,The nature of computing,[English] TomStuart,5
203,Spring Boot Programming Ideas (Core),Mr Ma,5
204,Programming Quantum Computers,mercedesgio-segovia,5
205,"An In-depth Understanding of Computer Systems (English Version, 3rd edition)",RandalE. Bryant,5
206,Debug Hacks Chinese version,The installation hong long,5
207,The Definitive Guide to Android Programming (3rd edition),BillPhillips,5
208,The art of Concurrent programming in Java,Party to take off,5
209,The Definitive JavaScript Guide,Flanagan,5
210,Seven weeks seven Web development framework,Jack Moffitt - The New,5
211,Introduction to Fun Programming Python,Mike Saunders,5
212,Node. Js in actual combat,[the] MikeCantelon,5
213,Online Game development,BridgettePatrovsky,5
214,Docker -- Containers and the Container Cloud (version 2),"SEL Laboratory, Zhejiang University",5
215,Big Data Platform Infrastructure Guide,Liu Xuhui,5
216,Introduction to JavaScript,crowd,5
217,CPU homemade introduction,Shui Tou first birthday,5
218,C++ concurrent programming practice,AnthonyWilliams,5
219,The dark time,Liu peng not,5
220,Object-oriented programming in Python 3,[plus]DustyPhillips,5
221,refactoring,MartinFowler,5
222,C # essentialism,"M kelly,",5
223,The Little MLer,MatthiasFelleisen,5
224,The soul of a programming,federicobiancuzzi,5
225,Two weeks of homemade scripting,[Japanese] Chiba zi,5
226,Introduction to J2ME mobile game programming,[the] MichaelMorrison,5
227,The homemade programming language is based on C language,Zheng Gang,5
228,C++ programming language,[the] BjarneStroustrup,5
229,C++ fun programming for primary school students,Hong-bo pan,5
230,RabbitMQ Field Guide,Zhong-hua zhu,5
231,R language programming art,NormanMatloff (beauty),5
232,Large-scale distributed storage system,Yang Chuanhui,5
233,Effective Java (Version 3),【 the 】 JoshuaBloch,5
234,Operating System Concepts,AbrahamSilberschatz,5
235,Java language programming,(mae) Y.D anielLiang,5
236,Discrete Mathematics and Its Applications (5th Edition),[the] KennethH Rosen,5
237,C++Primer Plus,StephenPrata,5
238,Release It!,MichaelT. Nygard,5
239,"Programming Abecas (English Edition, 2nd Edition)",[the] JonBentley,5
240,Inside MySQL Technology (Edition 5),[the] PaulDuBois,5
241,Effective Java: Second Edition,[the] JoshuaBloch,5
242,Programming Rust,JimBlandy,5
243,Everyone understands Design Patterns: Learning Design Patterns from Life: Python Implementation,Luo Weifu,5
244,Lifelong kindergarten,Mitchell Resnick,5
245,Software architecture is a must-read for programmers,[English] SimonBrown,5
246,Life of Programming (Volume 1),[the] PeterSeibel,5
247,Big storage,Zhang Dong,5
248,The Practice of Programming,BrianW. Kernighan,5
249,C and pointer,rick,5
250,"The Art of Computer Programming, Volumes 1-3 Boxed Set",[the] DonaldKnuth,5
251,Enterprise Application Architecture patterns,[the] Martin fowler,5
252,Python Machine learning basics tutorial,[D] Andreas Muller,5
253,Text Mining with R,JuliaSilge,5
254,Understanding Unix processes,JesseStorimer,5
255,Game Development Physics,DavidM. Bourg,5
256,How to Design Programs,MatthiasFelleisen,5
257,Python Linux system administration and automated o&M,Lai Mingxing,5
258,Java Core Technologies volume II (Original Book 10th Edition),[US] CayS.Horstmann,5
259,Graphic deep learning,Yamashita Takashi,5
260,The future of code,Hirohiro Matsumoto,5
261,The Linux kernel is completely dissected,Zhao Jiong,5
262,Object-oriented analysis and design,GradyBooch - The New Year,5
263,UNIX Programming art,"[the] EricS, Raymond",5
264,Proficient in Scrapy web crawlers,Liu Shuo,5
265,Tomcat and Java Web Development (2nd edition),lindasun,5
266,Django enterprise development practice,Hu Yang,5
267,MATLAB numerical calculation,moller,5
268,Writing A Compiler In Go,ThorstenBall,5
269,Graphic Cryptography (3rd Edition),Jie Chenghao,5
270,Enterprise business Architecture Design: Methodology and Practice,FuXiaoYan,5
271,ggplot2: Elegant Graphics for Data Analysis (Use R!),HadleyWickham,5
272,Computer network,(Dutch) AndrewS Tanenbaum,5
273,Programming Pearls,[the] JonBentley,5
274,Game ai programming case highlights,MatBuckland,5
275,The Art of Multiprocessor Programming,MauriceHerlihy,5
276,Python 3 ice-breaking AI from beginner to real,Charles wong,5
277,Homemade compiler,[Japan] Maichiro Aoki,5
278,A little knowledge shows Rust,Fan Changchun,5
279,Python Data Analysis Basics tutorial (version 2),IvanIdris,5
280,DOOM (Memorial Edition),Kushner (D),5
281,Introduction to Computer Science,NellDale (beauty),5
282,Algorithm contest introduction classic,Liu Rujia,5
283,Self-study is a craft,Lee smile to,5
284,"The Scheme Programming Language, 4th Edition",R.KentDybvig,5
285,One month myth,Frederick Brooks,5
286,Software architecture Design,Yu Chunlong,5
287,"UNIX Network Programming: 2nd edition. Volume 2, Interprocess Communication (Chinese version)",[the] w. RichardStevens,5
288,"Is Parallel Programming Hard, And, If So, What Can You Do About It?",PaulE. McKenney,5
289,Architectural Adventure - Write a Java Web framework from scratch,Huang Yong,5
290,Node.js development practice,[the] JimR. Wilson,5
291,The Pragmatic Programmer,DavidThomas,5
292,Python for Data Analysis,WesMcKinney,5
293,Java Programming ideas,[the] BruceEckel,5
294,Head First Java (2nd Edition),KathySierra,5
295,Computational geometry,NULL,5
296,Compilation principle,AlfredV. Aho,5
297,C++ language design and evolution,[the] BjarneStroustrup,5
298,Machine learning,[the] TomMitchell,5
299,C++ Concurrency in Action,MrAnthonyWilliams,5
300,45 Habits of Effective Programmers,[the] VenkatSubramaniam,5
301,"Spring Cloud Microservices: Getting started, Practicing and Advancing",The Yin Jihuan,5
302,Boring to learn JavaScript,Morgan (NickMorgan),5
303,Math for programmers ii,"Flat, and her love",5
304,Learn Python Full Version with zero basics,craig. Richardson,5
305,Write maintainable JavaScript,Mr Cass,5
306,Highly available extensible microservices architecture,Cheng Chao,5
307,COM essentialism,[the] DonBox,5
308,A Primer on Memory Consistency and Cache Coherence,MarkHill,5
309,"The Art of Multiprocessor Programming, Revised Reprint",MauriceHerlihy,5
310,Introduction to Python,(mae) WilliamF. Punch/RichardEnbody,5
311,React Native Development Guide (Version 2),Bonnie Eisenman,5
312,C++ programming,Tan Haoqiang,5
313,"Game design, prototyping and development",【 the 】 JeremyGibson,5
314,Learn OpenCV (Chinese version),GaryBradski,5
315,Python programming and problem solving,Insufficient number of evaluators,5
316,Programming the original,AlexanderStepanov,5
317,Python programming is taught without instruction,CoryAlthoff,5
318,The Method of Construction (2nd Edition),Zou xin,5
319,"Computer Composition and Design (Original Book, 5th Edition)",DavidA.Patterson,5
320,The Google Way of testing software,JamesA. Whittaker,5
321,Overview of number theory,silverman,5
322,The Training of Programming,[jose] EdsgerW. Dijkstra,5
323,C++ first,StanleyB. Lippman,5
324,Python Programming,[the] MarkSummerfield,5
325,Interview with programming masters,SusanLammers,5
326,Programming Kubernetes,Michaelhausenblas,5
327,Design of Service Mesh microservice architecture,Jun-hai liu,5
328,Fall in love with Python,[Singapore]JamieChan,5
329,Design Patterns,ErichGamma,5
330,Lingbo Microstep (Software Development Alert Case Set),王咏刚,5
331,Principles of Programming languages,RobertW. Sebesta,5
332,The art of.NET unit testing,He rove,5
333,Introduction to the ES6 Standard (3rd edition),Nguyen half-stretching,5
334,The Cathedral and the Fair,"[the] EricS, Raymond",5
335,Computer Networking (6th Edition),[the] JamesF Kurose,5
336,Python Learning Manual (4th edition),[the] MarkLutz,5
337,Discrete Mathematics and Its Applications (Original Book 7th Edition),KennethH. Rosen,5
338,Linux Shell Scripting Walkthrough (Version 2),ShantanuTushar [India],5
339,C language from entry to mastery,Wang Di // Han Xu,5
340,Daub the MySQL,Li Bingyang,5
341,Hackers and Painters,Paul Graham,5
342,Modern PHP (Chinese version),JoshLockhart,5
343,Python programming goes from beginner to master,Ye Weizhong,5
344,Learn Python with zero fundamentals,Mr Zhang,5
345,Java Core Technologies (Volume 2) : Advanced Features (Original Book 9th Edition),[the] CayS. Horstmann,5
346,JAVA 2 Core Technologies Volume I,Horstman,5
347,From Paxos to Zookeeper,NiChao,5
348,Python geek project programming,MaheshVenkitachalam,5
349,Talking code,sperm,5
350,Make your own iOS App,Zhang Ziyi,5
351,Algorithm contest introduction classic,Liu Rujia,5
352,Introduction to Financial Data Analysis: Based on R language,(mae) RueyS. Tsay,5
353,Cracking the Coding Interview,GayleLaakmannMcDowell,5
354,Java functional programming,【法】 Pierre-Yvessaumont,5
355,Algorithms to Live By,BrianChristian,5
356,Programming techniques to improve C++ performance,DovBulka. Burka) DavidMayhew (David. Mayhew),5
357,Seven weeks seven languages,[the] BruceA · Tate,5
358,Python grey hat,[the] JustinSeitz,5
359,The Rust Programming Language,SteveKlabnikKlabnik - The New,5
360,Personal Edition (Original Book 3rd Edition),[the] TomDeMarco,5
361,University course in Unix & Linux,Hahn (HarleyHahn),5
362,The new algorithm,Xin-yu liu,5
363,Network game core technology and actual combat,Mr Modest in each other,5
364,X86 assembly language,sasihorfswe,5
365,Python for Data Analysis,WesMcKinney,5
366,C Pitfalls and defects,AndrewKoenig,5
367,More Effective C++,Scottmeyers,5
368,97 Things Programmers should Know,KevlinHenney,5
369,21 days to learn C++(8th edition),Siddhartha Mukherjee,5
370,Maven of actual combat,Juven xu,5
371,CSS3 Practical guide,One watt,5
372,Software Capriccio Volume 1,[the] JoelSpolsky,5
373,Introduction and Practice of Flutter technology,KangShaoJun,5
374,Programming languages implement patterns,TerenceParr,5
375,"Don't worry, Excel VBA is pretty simple",The home of Excel (ExcelHome),5
376,Zero trust network,EvanGilman,5
377,Deep learning,Ian Goodfellow,5
378,Myth of man-month (40th Anniversary Chinese Edition),"By Brooks,F.P.",5
379,Scala Practical Guide,Venkat Supalamaniam,5
380,Python Stunts: Become a top hacker with Python,[the] TJO 'Connor,5
381,Large website system and Java middleware development practice,Xian-jie zeng,5
382,C Programming,K.N.King,5
383,Hacker Attack and Defense Technology Handbook (2nd Edition),[English] DafyddStuttard,5
384,Introduction to Database Systems (5th Edition),Wang shan,5
385,The code of,SteveMcConnell,5
386,C# in the shell,JosephAlbahari,5
387,Python Design Pattern,WesselBadenhorst,5
388,WPF programming bible,MatthewMacDonald,5
389,TCP/IP efficient programming,JonC. Snader,5
390,Programmer's Code Interview Guide: Optimal Solutions to IT Algorithms and Data Structure Problems (2nd edition),Left cloud,5
391,Accelerated C++,AndrewKoenig,5
392,Workman's note,39,5
393,Wireshark network analysis is that simple,Lin Pei full,5
394,Production programming,CzarneckiKrzysztof,5
395,Python Financial big data analysis,[D] Yves Chirpisco,5
396,"Introduction to Algorithms, 3rd Edition",ThomasH. Cormen,5
397,Programming language,MichaelL. Scott,5
398,Spring micro service practice,JohnCarnell,5
399,Java data structures and algorithms,Pull the Buddha,5
400,Data structures and algorithms: Implemented in Python,Michael T. Goodrich,5
401,Time-triggered embedded system design patterns,MichaelJ. Pont,5
402,Hello Ruby: Programming adventures for Kids (paperback),(Finland) Linda Liukas,5
403,The Implementation of Functional Programming Languages,SimonL. PeytonJones,5
404,Background development: core technology and application practice,Xu Xiaoxin,5
405,Learn Python the Hard Way,ZedA. Shaw,5
406,SRE,BetsyBeyer,5
407,Java program performance optimization,GeYiMing,5
408,SQL advanced tutorial,MICK [date],5
409,TCP/IP Volume 1: Protocols,[the] w. RichardStevens,5
410,Concrete Mathematics,RonaldL. Graham,5
411,Algorithms,SanjoyDasgupta,5
412,Git Authoritative Guide,Jiang Xin,5
413,Compiler design,KeithCooper - The New Year,5
414,Django by Example - Second Edition,AntonioMele,5
415,Learn Python programming,JasonBriggs,5
416,Classical problem analysis of data structure and algorithm,Narasimha Karumanshi,5
417,"Eloquent Javascript, 3rd Edition",MarijnHaverbeke,5
418,Computation,MarvinMinsky,5
419,The joy of algorithms,Xiao-hua wang,5
420,"Get started with Python Game Programming, version 4",[the] AlSweigart,5
421,Kotlin's definitive guide to programming,Josh Skene,5
422,Programming Challenges,StevenSSkiena,5
423,"Programming in Lua, Fourth Edition",RobertoIerusalimschy,5
424,Creative Code,JohnMaeda,5
425,Understand ES6 in depth,【 the 】 NicholasC Zakas,5
426,The Definitive Guide to Java Performance,Oakes (ScottOaks),5
427,Yuhiro Matsumoto's world of programming,Hirohiro Matsumoto,5
428,Effective JavaScript,[Argentina] Hermann,5
429,Practical Python web crawler,Yong-xiang huang,5
430,Streaming Systems,#NAME?,5
431,Programming language,[Britain] Scott,5
432,Elephant: Thinking in UML(2nd Edition),Tan Yunjie,5
433,Malicious code analysis actual combat,MichaelSikorski - Wikipedia,5
434,The training of an effective programmer,[the] JeffAtwood,5
435,C Abstract thinking in programming,EricS. Roberts,5
436,TCP/IP Volume 2: implemented,Stevens,5
437,Java Core Technologies Volume 1: Basics (Original Book 9th Edition),(mae) CayS. Horstmann,5
438,Introduction to Python Programming (Version 3),[and] TobyDonaldson,5
439,Learn Python with zero basics,The little turtle,5
440,Recommendation system,[Austria]DietmarJannach,5
441,Structured Design,YourdonPress,5
442,Simple knowledge leads to simple cryptography,ChristofPaar,5
443,JavaScript Design pattern,Zhang Rongming,5
444,Go Web programming,[Singapore]SauSheongChang(cheng siu-hung),5
445,Implementation pattern,KentBeck,5
446,An introduction to programming,[the] JohnV Guttag,5
447,The Art of Unit Testing (2nd edition),[in] RoyOsherove,5
448,Essential C++,[the] StanleyB Lippman,5
449,"Essentials of Programming Languages, 3rd Edition",DanielP. Friedman,5
450,Practical Common Lisp,[the] PeterSeibel,5
451,ANSI Common Lisp,Paul Graham,5
452,Crazy Java handout,Li Gang,5
453,Head First PHP & MySQL,LynnBeighley,5
454,The C Language (3rd edition),[Japan] Shibata Miyang,5
455,Confused travel agent,[the] WilliamJ. Cook,5
456,Regular guidance,Yu Sheng,5
457,Python can be learned this way,Pay the dong,5
458,Python black hat,[the] JustinSeitz,5
459,upstream,Alibaba Group Growth Set Editorial Board,5
460,"Large-scale system application architecture: deployment, disaster recovery, performance optimization",Li Yanchao et al,5
461,"Professional JavaScript for Web Developers, 4th Edition",MattFrisbie,5
462,The art of software framework design,[home] JaroslavTulach,5
463,Erlang Fun Learning Guide,NULL,5
464,Algorithmic Art and Informatics Competition,Liu Rujia,5
465,Proficient in script hacking,Zhi-fen said good,5
466,TensorFlow for deep learning,Jin-hong li,5
467,Algorithm based,By ThomasH.Cormen,5
468,Scrapy Web crawler,zhang,5
469,The Linux Command Line,WilliamE.ShottsJr。,5
470,Practical Vim,DrewNeil,5
471,Programming for Linux Systems (2nd Edition),Robert Love,5
472,"Algorithms: The Secrets of Efficient Algorithms (Original Book, 2nd Edition)","(mae) HenryS. Warren, Jr.",5
473,C Interfaces and Implementations,DavidR. Hanson,5
474,MATLAB efficient programming skills and applications,Wu peng,5
475,ANTLR 4 Definitive guide,TerenceParr,5
476,Game Development Physics (2nd Edition),DavidMBourg,5
477,Programming landscape,Insufficient number of evaluators,5
478,"Programming Language Pragmatics, Third Edition",MichaelL. Scott,5
479,Introduction to Computer Science,Neil Dell,5
480,The C++ Programming Language,[the] BjarneStroustrup,5
481,Effective STL In Chinese,[the] ScottMeyers,5
482,Language Implementation Patterns,TerenceParr,5
483,Software story,Steve Lore,5
484,"Webpack: Getting started, advancing, and tuning",The jade hao,5
485,Object Oriented Analysis and Design (Chinese Version),#NAME?,5
486,Linux Shell Script Guide,(India) Lakshman,5
487,The game trip,Cloud wind,5
488,Java EE Internet lightweight framework integration development,Yang open vibration,5
489,Big data architecture and algorithm implementation: Technical combat of e-commerce system,kleif,5
490,Verilog HDL Advanced digital design,MichaelD. Ciletti,5
491,CSS world,Zhang Xinxu,5
492,Hacker attack and defense technology treasure book: anti - virus,JoxeanKoret [es],5
493,Practical Node.js,AzatMardan,5
494,Applied cryptography,BruceSchneier,5
495,Cracking the Coding Interview,GayleLaakmannMcDowell,5
496,The Computational Beauty of Nature,GaryWilliamFlake,5
497,Proficient in Oracle Database 12C SQL & PLSQL programming (version 3),Insufficient number of evaluators,5
498,C++ programming language,Zheng Li,5
499,Architectural adventure: Write a distributed service framework from scratch,Li Ye soldier,5
500,Python automation development hands-on,Yong-xiang huang,5
501,Professional Assembly Language,Richard Blum - Wikipedia,5
502,Get Programming with Haskell,WillKurt,5
503,Elephant invisible: A Brief analysis of Unreal Engine programming,Luo ding,5
504,Effective C++ Third Edition,Meyer S.,5
505,Computer network,"[the] AndrewS, Tanenbaum",5
506,Use C++11 in depth,QiYu,5
507,Software debugging practice,PaulButcher,5
508,An algorithm you should know before you write a program,AdityaY. Bhargava,5
509,The nature of programming,AlexanderStepanov,5
510,The road to rookie growth,Lil bomb,5
511,.NET framework design,Wang Qingpei,5
512,Python took me off,Jin-hong li,5
513,Proficient in Python design patterns,[jose] SakisKasampalis,5
514,Introduction to Perl,RandalL. Schwartz,5
515,The Little Schemer - 4th Edition,DanielP. Friedman,5
516,Head First Android Development,JonathanSimon,5
517,Windows user - mode program efficient troubleshooting,Bears power,5
518,High-performance JavaScript,Nicholas Czerkas,5
519,Principle and application of genetic algorithm,Zhou Ming,5
520,Thinking in Java,[the] BruceEckel,5
521,Crazy Android Handout,Li Gang,5
522,Spring MVC Learning Guide,[Belgium] Dyke,5
523,Lightweight Java EE Enterprise Applications in action (Version 5),Li Gang,5
524,Learn Computer Vision Using OpenCV,SunilaGollapudi,5
525,Unity 4.x Game Development Example Guide,By RyanHensonCreighton; Zhang Yuyi,5
526,X86 / X64 system exploration and programming,Deng Zhi,5
527,Homemade search engine,Hiroyuki Yamada,5
528,Making Games with Python & Pygame,AlSweigart,5
529,Automatic data collection based on R language,SimonMunzert,5
530,Software testing experience and lessons,CemKaner,5
531,Common LISP,DavidS. Touretzky,5
532,Java goes from beginner to master,Tomorrow's science and technology,5
533,Design Pattern analysis,AlanShalloway - The New,5
534,Agile software development,RobertC. Martin,5
535,The NSHipster,MatttThompson - Wikipedia,5
